isotype,allele,ALL,start_s,stop_s,plotpoint_hi,swept_haplotype,CHROM,peakPOS,facet_marker,genotype,Genotypes
JU642,-1,REF,2896175,2999974,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3205505,3240443,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3240443,3257670,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3257670,3260890,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2210463,2312142,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2355416,2398969,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2485503,2586423,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2586560,2703466,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2704282,2884607,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3263517,3280545,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2184029,2210463,12,TRUE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3000461,3199015,12,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2413262,2413889,2,TRUE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2836040,2836283,2,TRUE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,3059216,3059829,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2184029,2195558,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2195558,2219862,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2413889,2428233,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2836283,2881215,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,3152671,3191047,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,3191047,3241368,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2219862,2262719,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2263491,2413262,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2428233,2836040,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,2883291,3059216,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,3241368,3280545,2,FALSE,II,2622125,II:2622125,swept,swept
JU751,1,ALT,3059829,3152671,2,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2470935,2471894,4,TRUE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2483900,2485503,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2500738,2503398,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2884607,2888435,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2888435,2891528,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2891528,2893390,4,TRUE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2893390,2894499,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2894499,2896175,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2999974,3000461,4,TRUE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2363925,2398969,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2398969,2413262,4,TRUE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2413262,2470935,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2471894,2483900,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2896175,2999974,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2210463,2312142,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2485503,2500738,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2503398,2624800,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2649872,2814582,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2814582,2884607,4,FALSE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,2184029,2210463,4,TRUE,II,2622125,II:2622125,swept,swept
JU775,-1,REF,3000461,3154955,4,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2477443,2480430,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2480430,2482006,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2482006,2482702,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2624924,2625196,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,3059216,3059829,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2184029,2219862,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,3152671,3191047,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,3191047,3241368,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2482702,2538995,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2538995,2624924,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2625196,2757614,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,2758913,3059216,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,3241368,3280545,11,FALSE,II,2622125,II:2622125,swept,swept
JU830,-1,REF,3059829,3152671,11,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2470935,2471894,17,TRUE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2483900,2485503,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2586423,2586560,17,TRUE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2703466,2704282,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2884607,2888435,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2888435,2891528,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2891528,2893390,17,TRUE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2893390,2894499,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2894499,2896175,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2398969,2413262,17,TRUE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2413262,2470935,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2471894,2483900,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2896175,2904105,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2355655,2398969,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2485503,2586423,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2586560,2703466,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2704282,2884607,17,FALSE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,3245302,3280545,17,TRUE,II,2622125,II:2622125,swept,swept
JU847,-1,REF,2962571,3239556,17,TRUE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2624924,2625196,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2889815,2891528,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2891528,2893390,47,TRUE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2893390,2894499,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2894499,2896175,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2999974,3000461,47,TRUE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3199015,3199945,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3199945,3205505,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3260890,3261387,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3261387,3261514,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3261514,3263517,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2423268,2458227,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2896175,2999974,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3205505,3240443,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3240443,3257670,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3257670,3260890,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2482702,2538995,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2538995,2624924,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,2625196,2889815,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3263517,3280545,47,FALSE,II,2622125,II:2622125,swept,swept
KR314,-1,REF,3000461,3199015,47,FALSE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2475449,2476300,37,FALSE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2476300,2476693,37,TRUE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2681440,2682504,37,TRUE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2457363,2470615,37,FALSE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2470615,2475449,37,TRUE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2476693,2681440,37,FALSE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2184029,2457363,37,TRUE,II,2622125,II:2622125,swept,swept
MY1,-1,REF,2682504,3214621,37,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2480430,2482006,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2482006,2482702,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2624924,2625196,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2889815,2891528,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2891528,2891945,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3199945,3200761,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3200761,3205505,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3238537,3239484,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3250702,3254820,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2437668,2470935,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2470935,2480430,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3205505,3215725,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3215725,3238537,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3239484,3250702,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2482702,2538995,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2538995,2624924,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2625196,2889815,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,2891945,3067760,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3254820,3280545,49,FALSE,II,2622125,II:2622125,swept,swept
MY18,-1,REF,3067760,3199945,49,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,2475449,2476300,35,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,2476300,2476693,35,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,2681440,2682504,35,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,2476693,2681440,35,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,2682504,3087653,35,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,2184029,2475449,35,FALSE,II,2622125,II:2622125,swept,swept
N2,-1,REF,3087653,3280545,35,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2319744,2324723,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2332263,2334199,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2451270,2457363,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2475449,2476300,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2476300,2476693,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2681440,2682504,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2184029,2187837,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2324723,2332263,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2457363,2470615,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2470615,2475449,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2187837,2319744,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2334199,2451270,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2476693,2681440,39,FALSE,II,2622125,II:2622125,swept,swept
NIC166,-1,REF,2682504,3194981,39,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2332263,2334199,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2451270,2457363,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2475449,2476300,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2476300,2476693,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2681440,2682504,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2457363,2470615,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2470615,2475449,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,3224332,3239484,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,3239484,3246547,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2191870,2332263,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2334199,2451270,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2476693,2681440,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,3246547,3280545,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2184029,2191870,40,FALSE,II,2622125,II:2622125,swept,swept
NIC274,-1,REF,2682504,3224332,40,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2184029,2185519,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2185519,2186128,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2332263,2334199,41,TRUE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2451270,2457363,41,TRUE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2475449,2476300,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2476300,2476693,41,TRUE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2681440,2682504,41,TRUE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2457363,2470615,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2470615,2475449,41,TRUE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,3224332,3239484,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,3239484,3246547,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2186128,2332263,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2334199,2451270,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2476693,2681440,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,3246547,3280545,41,FALSE,II,2622125,II:2622125,swept,swept
NIC276,-1,REF,2682504,3224332,41,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2703466,2704282,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2884607,2888435,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2888435,2891528,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2891528,2893390,13,TRUE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2893390,2894499,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2894499,2896175,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,3260890,3261387,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,3261387,3261514,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,3261514,3263517,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2896175,2903782,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2903782,2942549,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2942549,2971025,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2586560,2703466,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2704282,2884607,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2971025,3059216,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,3263517,3280545,13,FALSE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,2184029,2586560,13,TRUE,II,2622125,II:2622125,swept,swept
NIC277,-1,REF,3059216,3260890,13,FALSE,II,2622125,II:2622125,swept,swept
PS2025,1,ALT,2232319,2242580,9,FALSE,II,2622125,II:2622125,swept,swept
PS2025,1,ALT,2184029,2232319,9,FALSE,II,2622125,II:2622125,swept,swept
PS2025,1,ALT,2295059,2884884,9,FALSE,II,2622125,II:2622125,swept,swept
PS2025,1,ALT,3263517,3280545,9,FALSE,II,2622125,II:2622125,swept,swept
PS2025,1,ALT,2884884,3189468,9,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2312142,2314645,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2335592,2338255,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2470935,2471894,26,TRUE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2483900,2485503,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2586423,2586560,26,TRUE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2703466,2704282,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2884607,2888435,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2888435,2891528,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2891528,2893390,26,TRUE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2893390,2894499,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2894499,2896175,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2999974,3000461,26,TRUE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2314645,2335592,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2342909,2343657,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2398969,2413262,26,TRUE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2413262,2470935,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2471894,2483900,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2896175,2999974,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2210463,2312142,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2343657,2398969,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2485503,2586423,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2586560,2703466,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2704282,2884607,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,3000461,3057582,26,FALSE,II,2622125,II:2622125,swept,swept
PX179,-1,REF,2184029,2210463,26,TRUE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2470935,2471894,5,TRUE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2483900,2485503,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2586423,2586560,5,TRUE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2703466,2704282,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2884607,2888435,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2888435,2891528,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2891528,2893390,5,TRUE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2893390,2894499,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2894499,2896175,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2999974,3000461,5,TRUE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,3199015,3199945,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,3199945,3205505,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2337985,2354239,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2398969,2413262,5,TRUE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2413262,2470935,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2471894,2483900,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2896175,2999974,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,3205505,3214755,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2354239,2398969,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2485503,2586423,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2586560,2703466,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,2704282,2884607,5,FALSE,II,2622125,II:2622125,swept,swept
QG536,-1,REF,3000461,3199015,5,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2478420,2480430,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2480430,2482006,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2482006,2482702,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2624924,2625196,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2877591,2883291,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2806921,2877591,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,3189468,3208671,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2184029,2262719,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2482702,2538995,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2538995,2624924,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2625196,2798290,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2883291,2884884,55,FALSE,II,2622125,II:2622125,swept,swept
QG556,-1,REF,2884884,3189468,55,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2624924,2625196,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2889815,2891528,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2891528,2891945,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3199945,3200761,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3200761,3205505,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3238537,3239484,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3250702,3254820,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3205505,3215725,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3215725,3238537,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3239484,3250702,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2184029,2238388,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2582498,2624924,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2625196,2889815,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,2891945,3067760,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3254820,3280545,54,FALSE,II,2622125,II:2622125,swept,swept
QX1212,-1,REF,3067760,3199945,54,FALSE,II,2622125,II:2622125,swept,swept
QX1233,1,ALT,3243924,3260341,8,FALSE,II,2622125,II:2622125,swept,swept
QX1233,1,ALT,2184029,2232319,8,FALSE,II,2622125,II:2622125,swept,swept
QX1233,1,ALT,3260341,3280545,8,FALSE,II,2622125,II:2622125,swept,swept
QX1233,1,ALT,2232319,3243924,8,FALSE,II,2622125,II:2622125,swept,swept
QX1792,1,ALT,3059829,3063759,11,FALSE,II,2622125,II:2622125,swept,swept
QX1792,1,ALT,2267136,2418525,11,FALSE,II,2622125,II:2622125,swept,swept
QX1792,1,ALT,2419848,3059829,11,FALSE,II,2622125,II:2622125,swept,swept
QX1792,1,ALT,3063759,3242266,11,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2470935,2471894,8,TRUE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2483900,2485503,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2586423,2586560,8,TRUE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2703466,2704282,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2884607,2888435,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2888435,2891528,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2891528,2893390,8,TRUE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2893390,2894499,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2894499,2896175,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2999974,3000461,8,TRUE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,3199015,3199945,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2375487,2398969,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2398969,2413262,8,TRUE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2413262,2470935,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2471894,2483900,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2896175,2999974,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,3199945,3261387,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2485503,2586423,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2586560,2703466,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,2704282,2884607,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,3261387,3280545,8,FALSE,II,2622125,II:2622125,swept,swept
RC301,-1,REF,3000461,3199015,8,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2432085,2437247,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2566072,2568940,1,TRUE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,3087594,3087653,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2379493,2412329,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2412329,2432085,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2184029,2329579,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2329579,2379493,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2437247,2566072,1,FALSE,II,2622125,II:2622125,swept,swept
WN2002,1,ALT,2568940,2766654,1,FALSE,II,2622125,II:2622125,swept,swept
